division,period_start,temp_mean_c,humidity_mean_pct,precip_total_mm
Chittagong,2017-07-01,26.038858695652173,85.0520652173913,5129.89
Chittagong,2018-01-01,24.56696132596685,80.02883977900552,2056.2
Chittagong,2018-07-01,25.646847826086958,82.29847826086957,3026.71
Chittagong,2019-01-01,25.3007182320442,73.40685082872928,994.4
Chittagong,2019-07-01,25.90885869565217,84.20277173913043,4246.71
Chittagong,2020-01-01,24.522582417582417,76.84516483516484,1569.32
Chittagong,2020-07-01,26.08711956521739,84.92565217391304,2655.85
Chittagong,2021-01-01,25.44060773480663,72.61839779005525,1130.58
Chittagong,2021-07-01,25.920271739130435,84.92059782608695,2305.92
Chittagong,2022-01-01,24.734475138121546,75.72243093922653,1261.88
Chittagong,2022-07-01,26.049130434782608,83.13038043478261,1493.27
Chittagong,2023-01-01,25.424475138121547,71.95779005524862,1030.87
Chittagong,2023-07-01,26.284184782608694,83.68353260869566,2172.15
Chittagong,2024-01-01,25.28697802197802,74.88131868131867,1289.57
Chittagong,2024-07-01,26.177880434782605,84.21875,3008.01
Chittagong,2025-01-01,25.62563535911602,74.54331491712708,1628.43
Chittagong,2025-07-01,25.863260869565217,84.35630434782608,2434.15
Dhaka,2007-01-01,25.713535911602207,62.04690607734806,832.04
Dhaka,2007-07-01,24.891358695652176,85.55266304347826,1415.71
Dhaka,2008-01-01,25.620329670329667,63.99362637362638,610.17
Dhaka,2008-07-01,25.343260869565217,84.38059782608696,902.33
Dhaka,2009-01-01,26.74099447513812,59.412872928176796,479.05
Dhaka,2009-07-01,25.222771739130433,83.87407608695652,1139.13
Dhaka,2010-01-01,26.391878453038675,63.18646408839779,643.88
Dhaka,2010-07-01,25.57076086956522,83.60744565217392,839.86
Dhaka,2011-01-01,25.64613259668508,63.69265193370166,622.39
Dhaka,2011-07-01,25.473369565217393,82.04673913043479,949.38
Dhaka,2012-01-01,26.4778021978022,57.31835164835165,459.51
Dhaka,2012-07-01,24.53467391304348,81.3866304347826,795.23
Dhaka,2013-01-01,25.742320441988948,59.813867403314916,663.22
Dhaka,2013-07-01,25.33961956521739,84.3479347826087,727.87
Dhaka,2014-01-01,26.65657458563536,58.40845303867403,677.4
Dhaka,2014-07-01,25.420217391304345,81.03684782608696,840.07
Dhaka,2015-01-01,26.0632044198895,63.18116022099448,808.18
Dhaka,2015-07-01,26.013152173913046,79.54375,1053.77
Dhaka,2016-01-01,26.912472527472527,62.75928571428572,784.72
Dhaka,2016-07-01,25.629402173913046,85.17934782608695,1496.56
Dhaka,2017-01-01,25.273977900552488,71.14955801104972,1481.77
Dhaka,2017-07-01,25.540326086956522,86.51657608695652,2564.85
Dhaka,2018-01-01,24.510055248618784,73.55049723756906,1339.45
Dhaka,2018-07-01,25.464673913043477,80.9970652173913,1099.62
Dhaka,2019-01-01,26.087071823204422,64.60845303867403,1081.4
Dhaka,2019-07-01,25.361739130434785,86.52244565217391,1733.77
Dhaka,2020-01-01,24.396593406593407,73.25763736263735,1315.03
Dhaka,2020-07-01,25.672010869565216,86.27532608695653,1489.47
Dhaka,2021-01-01,25.954640883977902,64.98386740331492,949.77
Dhaka,2021-07-01,25.30983695652174,85.59554347826086,1329.65
Dhaka,2022-01-01,25.30558011049724,71.43171270718231,921.11
Dhaka,2022-07-01,25.492826086956523,83.61396739130434,1129.3700000000001
Dhaka,2023-01-01,25.816298342541437,65.64375690607736,912.91
Dhaka,2023-07-01,25.93983695652174,84.17266304347827,1499.26
Dhaka,2024-01-01,25.531483516483515,68.26241758241758,1022.27
Dhaka,2024-07-01,25.56815217391304,85.30407608695653,1719.23
Dhaka,2025-01-01,25.88193370165746,66.76911602209944,904.45
Dhaka,2025-07-01,25.05608695652174,85.73125,1557.65
Khulna,2007-01-01,26.49099447513812,58.62182320441988,553.32
Khulna,2007-07-01,24.588641304347828,86.53396739130434,1516.66
Khulna,2008-01-01,25.852857142857143,65.10642857142858,501.5
Khulna,2008-07-01,25.143152173913045,84.81809782608696,946.11
Khulna,2009-01-01,27.117955801104973,58.92922651933702,438.42
Khulna,2009-07-01,25.027934782608696,83.97043478260869,1268.0
Khulna,2010-01-01,26.730055248618786,62.41613259668508,644.65
Khulna,2010-07-01,25.45782608695652,84.08135869565217,950.92
Khulna,2011-01-01,26.10889502762431,63.03359116022099,616.4
Khulna,2011-07-01,25.314728260869565,82.5775543478261,1037.46
Khulna,2012-01-01,27.177362637362634,56.90626373626374,322.48
Khulna,2012-07-01,24.342010869565218,81.91614130434782,895.3
Khulna,2013-01-01,26.16486187845304,59.42696132596686,637.57
Khulna,2013-07-01,24.99820652173913,85.63804347826087,1042.05
Khulna,2014-01-01,26.967403314917128,58.95077348066298,496.75
Khulna,2014-07-01,25.151576086956524,79.7796195652174,794.61
Khulna,2015-01-01,26.38734806629834,62.01696132596685,658.58
Khulna,2015-07-01,25.78907608695652,80.62782608695652,1238.3
Khulna,2016-01-01,27.406153846153845,62.77032967032967,792.68
Khulna,2016-07-01,25.12336956521739,85.40413043478262,1870.6200000000001
Khulna,2017-01-01,25.87154696132597,68.36773480662983,983.6
Khulna,2017-07-01,25.23157608695652,87.19326086956521,2498.86
Khulna,2018-01-01,25.119337016574587,69.85044198895028,914.16
Khulna,2018-07-01,25.379945652173912,80.35217391304347,1099.92
Khulna,2019-01-01,26.513480662983422,63.20220994475138,709.52
Khulna,2019-07-01,25.211141304347827,87.00445652173913,1927.15
Khulna,2020-01-01,24.683406593406595,72.97318681318681,1276.32
Khulna,2020-07-01,25.450652173913046,86.47478260869566,1352.04
Khulna,2021-01-01,26.906132596685083,60.750828729281764,737.85
Khulna,2021-07-01,25.20179347826087,86.96929347826087,1506.65
Khulna,2022-01-01,25.777900552486187,70.02397790055248,589.13
Khulna,2022-07-01,25.309021739130433,83.2396195652174,1104.31
Khulna,2023-01-01,26.552375690607732,63.26,743.6
Khulna,2023-07-01,25.70032608695652,85.01059782608696,1266.95
Khulna,2024-01-01,26.389725274725276,65.94620879120879,661.46
Khulna,2024-07-01,25.54728260869565,86.31038043478262,1787.57
Khulna,2025-01-01,26.450165745856353,66.64535911602209,887.88
Khulna,2025-07-01,24.762771739130436,86.33864130434782,1455.47
Rajshahi,2007-01-01,26.305414364640882,54.58867403314917,486.25
Rajshahi,2007-07-01,24.579076086956523,84.28097826086957,1076.19
Rajshahi,2008-01-01,25.640274725274725,58.988461538461536,491.75
Rajshahi,2008-07-01,25.378315217391304,81.92347826086957,680.53
Rajshahi,2009-01-01,27.107845303867407,50.47834254143646,329.96
Rajshahi,2009-07-01,24.963043478260868,81.70429347826087,952.72
Rajshahi,2010-01-01,26.68022099447514,55.442044198895026,403.61
Rajshahi,2010-07-01,25.599456521739132,79.93211956521739,648.48
Rajshahi,2011-01-01,25.980276243093925,56.06883977900552,519.8100000000001
Rajshahi,2011-07-01,25.08891304347826,82.19309782608696,852.17
Rajshahi,2012-01-01,27.09736263736264,49.53016483516483,262.95
Rajshahi,2012-07-01,24.081684782608693,78.95548913043478,752.41
Rajshahi,2013-01-01,25.90657458563536,52.68132596685083,458.63
Rajshahi,2013-07-01,25.024184782608696,83.31228260869565,716.07
Rajshahi,2014-01-01,26.723480662983423,52.897734806629835,474.31
Rajshahi,2014-07-01,25.15788043478261,77.44505434782609,709.16
Rajshahi,2015-01-01,26.334696132596683,57.70596685082873,641.55
Rajshahi,2015-07-01,25.88434782608696,77.90135869565218,781.93
Rajshahi,2016-01-01,27.549285714285716,52.78675824175824,451.06
Rajshahi,2016-07-01,25.231141304347826,83.3808152173913,1119.47
Rajshahi,2017-01-01,25.844917127071824,62.70635359116022,656.7
Rajshahi,2017-07-01,25.271630434782605,85.66907608695652,1358.25
Rajshahi,2018-01-01,24.585027624309394,67.22740331491713,701.85
Rajshahi,2018-07-01,25.511195652173914,77.70809782608696,767.01
Rajshahi,2019-01-01,26.69961325966851,55.5532044198895,609.39
Rajshahi,2019-07-01,24.97842391304348,86.15711956521739,1271.77
Rajshahi,2020-01-01,24.288021978021977,69.39857142857143,952.79
Rajshahi,2020-07-01,25.297391304347826,85.40804347826086,1126.68
Rajshahi,2021-01-01,26.17602209944751,57.706961325966844,676.21
Rajshahi,2021-07-01,25.046956521739133,85.69782608695652,989.36
Rajshahi,2022-01-01,25.707734806629837,65.79149171270718,544.33
Rajshahi,2022-07-01,25.383206521739133,80.44940217391304,775.73
Rajshahi,2023-01-01,26.597679558011052,54.1992817679558,543.77
Rajshahi,2023-07-01,25.765380434782607,83.18646739130435,1097.96
Rajshahi,2024-01-01,25.90785714285714,59.37489010989011,566.11
Rajshahi,2024-07-01,25.51934782608696,84.64255434782608,1297.08
Rajshahi,2025-01-01,25.77011049723757,63.38419889502763,605.23
Rajshahi,2025-07-01,24.73592391304348,85.12423913043479,1221.69
Rangpur,2007-01-01,25.192099447513815,55.72558011049724,580.14
Rangpur,2007-07-01,24.537499999999998,81.84065217391304,1144.6200000000001
Rangpur,2008-01-01,24.939175824175827,56.52115384615385,612.12
Rangpur,2008-07-01,24.9075,83.15217391304348,944.96
Rangpur,2009-01-01,25.731049723756904,53.478287292817676,466.07
Rangpur,2009-07-01,24.546847826086957,82.25489130434782,1248.36
Rangpur,2010-01-01,25.756187845303867,53.78099447513812,704.99
Rangpur,2010-07-01,24.59804347826087,83.62684782608696,1272.97
Rangpur,2011-01-01,24.776353591160223,57.59685082872929,598.95
Rangpur,2011-07-01,24.63592391304348,82.71358695652174,1307.23
Rangpur,2012-01-01,25.356978021978023,52.277802197802195,550.47
Rangpur,2012-07-01,23.614782608695652,80.29320652173914,1119.92
Rangpur,2013-01-01,25.136740331491712,51.18740331491713,666.42
Rangpur,2013-07-01,24.558750000000003,83.9204347826087,1197.84
Rangpur,2014-01-01,25.678453038674036,52.35220994475138,534.96
Rangpur,2014-07-01,24.802608695652175,80.31418478260869,938.02
Rangpur,2015-01-01,25.796740331491712,57.20011049723757,719.21
Rangpur,2015-07-01,25.403695652173912,79.2783152173913,1121.94
Rangpur,2016-01-01,26.465934065934068,51.56120879120879,913.13
Rangpur,2016-07-01,25.157826086956522,84.30092391304348,1600.23
Rangpur,2017-01-01,24.986961325966853,63.11066298342542,915.7
Rangpur,2017-07-01,25.149565217391306,85.6191304347826,1700.89
Rangpur,2018-01-01,24.262596685082872,63.89386740331492,1002.13
Rangpur,2018-07-01,25.04467391304348,79.69798913043478,1116.21
Rangpur,2019-01-01,25.514861878453036,57.038066298342535,700.04
Rangpur,2019-07-01,24.650543478260868,86.00097826086957,2170.2
Rangpur,2020-01-01,23.44,69.18587912087912,1396.97
Rangpur,2020-07-01,25.01086956521739,85.57581521739131,2181.73
Rangpur,2021-01-01,24.885635359116023,58.18259668508287,831.06
Rangpur,2021-07-01,24.662554347826084,87.12146739130435,1685.21
Rangpur,2022-01-01,24.105248618784533,71.63883977900552,1407.43
Rangpur,2022-07-01,24.839347826086954,84.60592391304348,1115.3
Rangpur,2023-01-01,25.487624309392267,56.63209944751381,856.17
Rangpur,2023-07-01,25.362934782608693,84.30630434782609,1719.05
Rangpur,2024-01-01,24.888736263736263,58.13021978021978,1063.36
Rangpur,2024-07-01,25.09038043478261,85.94152173913044,1557.07
Rangpur,2025-01-01,24.48204419889503,64.6896132596685,966.21
Rangpur,2025-07-01,24.72538043478261,85.49038043478261,1517.62
Sylhet,2007-01-01,24.18303867403315,68.4953591160221,1512.96
Sylhet,2007-07-01,24.87336956521739,84.8554347826087,1623.75
Sylhet,2008-01-01,24.568626373626373,68.52499999999999,804.44
Sylhet,2008-07-01,25.107934782608694,84.44190217391304,1123.93
Sylhet,2009-01-01,25.42049723756906,65.64480662983425,1037.28
Sylhet,2009-07-01,25.166684782608694,83.31864130434782,1342.17
Sylhet,2010-01-01,24.895138121546964,70.89027624309392,1621.8
Sylhet,2010-07-01,25.25733695652174,85.36092391304348,1309.91
Sylhet,2011-01-01,24.525856353591163,69.32116022099447,904.59
Sylhet,2011-07-01,25.111684782608698,82.32135869565217,1131.98
Sylhet,2012-01-01,24.725164835164833,66.56818681318681,1274.5
Sylhet,2012-07-01,24.74673913043478,85.6420652173913,1211.1299999999999
Sylhet,2013-01-01,24.91093922651934,67.64298342541436,1264.17
Sylhet,2013-07-01,25.284836956521737,85.16233695652174,1216.9
Sylhet,2014-01-01,25.570994475138125,65.77220994475138,1141.28
Sylhet,2014-07-01,25.296195652173914,83.80402173913043,1343.56
Sylhet,2015-01-01,24.862928176795577,71.45171270718232,1467.62
Sylhet,2015-07-01,25.23635869565217,84.44847826086956,1547.72
Sylhet,2016-01-01,25.15543956043956,74.85302197802197,1960.17
Sylhet,2016-07-01,25.717010869565218,86.07244565217391,1932.85
Sylhet,2017-01-01,24.386574585635362,77.94850828729282,3094.68
Sylhet,2017-07-01,25.627065217391305,86.23195652173914,3090.35
Sylhet,2018-01-01,23.90674033149171,79.57386740331492,2249.41
Sylhet,2018-07-01,25.14951086956522,83.63119565217391,1520.2
Sylhet,2019-01-01,24.640331491712704,71.94381215469613,1960.56
Sylhet,2019-07-01,25.367119565217394,85.59853260869565,2468.31
Sylhet,2020-01-01,23.9139010989011,74.64148351648352,1909.9
Sylhet,2020-07-01,25.61070652173913,86.31260869565217,2225.65
Sylhet,2021-01-01,24.642375690607736,71.36011049723757,1285.37
Sylhet,2021-07-01,25.311521739130434,84.79782608695652,1843.27
Sylhet,2022-01-01,24.21972375690608,74.22845303867403,2154.75
Sylhet,2022-07-01,25.453043478260867,83.76331521739131,1634.1
Sylhet,2023-01-01,24.66381215469613,70.16911602209944,1516.83
Sylhet,2023-07-01,25.84173913043478,84.05032608695652,2131.43
Sylhet,2024-01-01,24.391923076923078,73.73445054945056,2170.04
Sylhet,2024-07-01,25.614945652173912,84.61603260869565,2139.13
Sylhet,2025-01-01,24.947016574585636,71.4624861878453,1793.17
Sylhet,2025-07-01,25.418858695652172,84.4291304347826,1908.71
